Type,Removed_stopwords
1,اعادة اعمار سوريا الصراع مستمر بوسائل اخرى
1,ثورة سوريا عامها التاسع تحول المشهد الصراع سورية الى الصراع عليها
1,التحالف يدمر مواقع صواريخ وورش مسيرات بصنعاء والحديدة
1,السعودية تدين بشدة اقتحام متظاهرين قصر معاشيق عدن
1,اعلن وزير الخارجية الياباني اتفاقه نظيره الاميركي معارضة محاولة الصين تغيير الوضع الراهن
1,امريكا مستعدة لمنازلة الصين الغذاء الصناعي
1,التحالف يدمر ورشا لتجميع الصواريخ الباليستية صنعاء
1,الحرب اليمن الحوثيون يشترطون رفع الحصار اليمن ردا المبادرة السعودية
1,رئيس اتحاد علماء المسلمين بتونس هيئات ودول خارجية وراء ممارسات حزب عبير موسي
1,تونس الغنوشي يمنع عبير موسي حضور اعمال مكتب البرلمان ونقابة الصحفيين تدعو لمقاطعتها
1,بايدن يمنح حوافز للحلفاء ويبدا اولى خطوات احتواء بكين
1,بايدن يقترح اطلاق مشروع منافس لمبادرة الحزام والطريق الصينية
1,الحوثيون يعتقدون ان الاستيلاء مارب سيعزز موقفهم التفاوضي اليمن
1,الحوثيون قتيل جرحى غارتين للتحالف مارب
1,اثيوبيا تبلغ واشنطن تمسكها بالرعاية الافريقية لمفاوضات سد النهضة
1,اثيوبيا ترفض وساطة الاتحاد الافريقي لحل الصراع تيغراي
1,جو بايدن يختار امراة السكان الاصليين وزيرة للداخلية
1,فيروس كورونا مجلس الشيوخ الامريكي يقر خطة اغاثة بقيمة تريليون
1,للمرة الثانية قتلى وجرحى باستهداف حافلة حكومية افغانية
1,انقاذ حياة الاشخاص خلال فصول الشتاء القاسية افغانستان
1,ليبيا الدبيبة يبحث اللجنة العسكرية سرت تطورات عملية فتح الطريق الساحلي
1,الدبيبة مليون جرعة لقاح كورونا تصل ليبيا ابريل
1,مستشار الرئيس تخوف الاحزاب السياسية المجتمع المدني مبالغ
1,مستشار الرئيس الجزائري نخشى اتلاف تراثنا المحتجز فرنسا جهة المتطرفين
1,المبعوث الامريكي الى اليمن الوضع الميداني سلبي وانا متفائل بانفراجة وشيكة
1,دعما للسلام المبعوث الامريكي لليمن يزور الشرق الاوسط
1,انطلاق فعاليات المعرض الدولي للامن والدفاع المدني مليبول قطر بالدوحة
1,تحديات الحماية والتصدي لفيروس كورونا للاشخاص النازحين قسرا وعديمي الجنسية
1,القاهرة تستضيف الجولة الثانية الحوار الوطني الفلسطيني
1,الرئيس التونسي يصل القاهرة زيارة رسمية لمصر والسيسي راس مستقبليه
1,هجوم صاروخي قاعدة جوية بغداد
1,القوة الجوية العراقي يتاهل لمجموعات الاسيوية حساب الوحدة السعودي
1,عباس يوعز بوقف المخصصات المالية الى مؤسسة ياسر عرفات برئاسة القدوة
1,السلطة الفلسطينية تجري سلسلة لقاءات احزاب اليمين الصهيوني لحضهم تبني مواقف سلمية وانهاء الاحتلال
1,جدل دستوري الكويت حول ابطال عضوية بدر الداهوم بمجلس الامة
1,السويط يقترح الغاء المحكمة الدستورية وانشاء العليا
1,اوبزيرفر سوريون يندبون حظهم خسارة ملجئهم الاخير السودان ويواجهون الاسوا
1,استجابة منظمة العمل الدولية ازمة اللاجئين السوريين الاردن ولبنان
1,امريكا تفكر خطوات صغيرة لاحياء الاتفاق النووي ايران
1,الحرس الثوري يزعم امتلاك قاعدة صواريخ الارض الخليج
1,اخطار تركي لليونان واسرائيل والاتحاد الاوروبي حول شرق المتوسط
1,الغارديان اليونان تعد للحرب تركيا وسط توتر علاقات انقرة واشنطن
1,الاردن يسجل وفاة واكثر الاف اصابة جديدة بكورونا
1,السرعة والمساندة والاستدامة نظام التعليم الاردن يتصدى لجائحة كورونا
1,رسميا السودان يطلب وساطة رباعية ملف سد النهضة
1,اثيوبيا يتم التواصل معنا بشان الوساطة الرباعية لحل ازمة سد النهضة
1,الحرب اليمن الحوثيون يشنون هجمات السعودية ويتوعدون بالمزيد
1,التحالف يدمر طائرة حوثية مفخخة اطلقت السعودية
1,اردوغان يدعو ادارة بايدن للعمل تركيا لانهاء ماساة سورية
1,اردوغان نصبر الهجمات الاستفزازية سوريا
1,كورونا تركيا تعلن اجراءات جديدة حول استقبال السياح الاجانب
1,اردوغان نصبر الهجمات الاستفزازية سوريا
1,بحضور ممثلين المجتمع الدولي حكومة الدبيبة تؤدي اليمين الدستورية امام مجلس النواب
1,مجلس النواب الليبي يمنح الثقة للحكومة الجديدة بالاغلبية
1,وفد افغاني يتوجه الى موسكو لحضور مؤتمر السلام
1,طالبان تتشبث بـ نظام اسلامي محادثات السلام الافغانية
1,اشتباكات عنيفة القوات اليمنية والحوثيين الحديدة
1,قوات الشرعية تتقدم محافظات يمنية
1,دول عربية اكبر دول مستوردة للاسلحة العالم
1,قائمة الدول المعتمدة دولة الامارات العربية المتحدة لاستيراد الحيوانات الحية
1,الحوثيون يستهدفون قاعدة الملك خالد بالسعودية بالمسيرات
1,وزارة الدفاع السعودية ايران تسيطر قرار الحوثي
1,هزيمة كبيرة لحزب ميركل انتخابات ولايتين رئيسيتين
1,حزب ميركل المسيحي الديمقراطي يختار ارمين لاشيت زعيما جديدا
1,واشنطن ندعم يمنا موحدا بعيدا النفوذ الاجنبى
1,واشنطن تعلن وقف دعم الحرب اليمن
1,غزة حماس تعلن انتهاء انتخاباتها وفوز امراتين
1,حماس انتخاباتها الداخلية السرية والتشريعية المقبلة
1,السودان يلوح باللجوء الى مجلس الامن لحل ازمة سد النهضة
1,السودان مجلس الامن والدفاع يامر الحركات المسلحة بوقف التجنيد وافراغ العاصمة مسلحيها
1,خلال يوم قوات الامن تقتل متظاهرا ميانمار
1,تحرك اممي باسيا واشنطن تدعو مجلس الامن لتسهيل مهمة المبعوثة الاممية بميانمار
1,نتنياهو يرد عمان باغلاق مؤقت للاجواء امام الطائرات الاردنية
